"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"165","Infraestructura Hídrica",2022,"Cardonal",1594848.21,1069,"Construcción del pozo profundo de agua potable para beneficiar a la localidad de El Deca en el municipio de Cardonal"
"166","Infraestructura Carretera",2023,"Chapantongo",3794271.99,149,"Construcción de pavimentación asfáltica en acceso a Dexha en el municipio de Chapantongo"
"167","Infraestructura Carretera",2024,"Chapantongo",12945007.03,666,"Construcción de pavimentación asfáltica en la localidad de Zimapantongo; municipio de Chapantongo"
"168","Infraestructura Carretera",2023,"Chapantongo",4576899.43,189,"Construcción de Pavimentación Asfáltica en Chapantongo; en la Localidad de Juchitlan."
"169","Vivienda Asequible",2022,"Chapantongo",1334010.81,56,"Construcción de Cuarto Dormitorio; en el municipio de Chapantongo"
"170","Infraestructura Carretera",2025,"Chapantongo",2.1e+07,NA,"Reconstrucción de la C.E. Golondrinas - Alfajayucan - Chapantongo - Tepetitlán; municipio de Chapantongo"
"171","Vialidades Urbanas",2023,"Chapantongo",2631574.33,2006,"Construcción de concreto hidráulico en acceso a cabecera municipal de Chapantongo"
"172","Vialidades Urbanas",2023,"Chapantongo",2937104.4,302,"Construcción de pavimentación asfáltica en Chapantongo localidad Puerto Vallarta calle principal."
"173","Infraestructura Hídrica",2023,"Chapulhuacán",7070533.45,4054,"Construcción de sistema integral de abastecimiento de agua potable en la cabecera municipal de Chapulhuacan (1ra etapa)"
"174","Infraestructura Carretera",2023,"Chapulhuacán",6466892.86,397,"Construye tu Camino del Tramo La Mesa - Telesecundaria 748; en el municipio de Chapulhuacan."
"175","Infraestructura Carretera",2023,"Chapulhuacán",6548100.12,793,"Construcción de pavimento hidráulico en la comunidad de Cahuazas; Chapulhuacán."
"176","Infraestructura Hídrica",2024,"Chapulhuacán",17638274.59,4054,"Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacan (2da Etapa)."
"177","Infraestructura Hídrica",2025,"Chapulhuacán",2.5e+07,NA,"Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacán (Tercera etapa)"
"178","Vialidades Urbanas",2024,"Chapulhuacán",2508949.93,227,"Pavimentación de concreto Hidráulico en calle de acceso a la comunidad de La Escondida; municipio de Chapulhuacán"
"179","Vivienda Asequible",2023,"Chapulhuacán",2167987.71309999,NA,"Construcción de 30 cuartos dormitorio en el municipio de Pisaflores  y Chapulhuacán"
"180","Infraestructura Carretera",2024,"Chapulhuacán",7500000,322,"Construye tu Camino del tramo Palo Verde a entronque San Rafael; en el municipio de Chapuluacan."
"181","Infraestructura Carretera",2024,"Chapulhuacán",6484768,1760,"Reconstrucción de la C.E. Santa Ana de Allende - Huatepango; municipio de Chapulhuacán"
"182","Infraestructura Hídrica",2024,"Chilcuautla",242639.56,887,"Rehabilitación de Cárcamo de Agua Potable en El Bethi."
"183","Infraestructura Hídrica",2022,"Chilcuautla",9609244.75,1862,"Eficientización de la Energía para el Bombeo de Agua en Pozos de Uso Público Urbano a través de Sistemas Fotovoltaicos; para el Sistema de Agua Potable en Santa Ana Batha; municipio de Chilcuautla"
"184","Vivienda Asequible",2022,"Chilcuautla",788686.704896609,NA,"Construcción de 50 cuartos dormitorio en los municipios de Ixmiquilpan; Chilcuautla y Santiago de Anaya"
"185","Infraestructura Hídrica",2024,"Chilcuautla",4647230.802,1613,"Construcción de red de drenaje en la localidad de la Estancia etapa cuatro de cinco; municipio de  Chilcuautla; Hidalgo."
"186","Infraestructura Carretera",2024,"Chilcuautla",6417406.64,NA,"Construcción de pavimentación asfáltica en caminos rurales de la Manzana El Pirul de la localidad de La Estancia; municipio de Chilcuautla."
"187","Infraestructura Carretera",2025,"Chilcuautla",9332971.74,NA,"Pavimentación asfáltica en camino rural 2 de noviembre y Francisco Villa en la comunidad de Texcatepec; municipio de Chilcuautla"
"188","Espacios Públicos",2023,"Chilcuautla",2406894.92,NA,"Construcción de puente peatonal para comunicar a las comunidades de La Estancia y El Bethí; en el municipio de Chilcuautla"
"189","Infraestructura Hídrica",2023,"Chilcuautla",3982346,355,"Construcción de la planta de tratamiento de aguas residuales para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla"
"190","Infraestructura Carretera",2024,"Chilcuautla",1732285.16,1834,"Rehabilitación de puente vehicular barranca de San Miguel de la localidad de Texcatepec; en el municipio de Chilcuautla"
"191","Vialidades Urbanas",2024,"Chilcuautla",4116750.11,848,"Construcción de pavimentación asfáltica en Circuito Sur; en la localidad de Xothí; en el municipio de Chilcuautla."
"192","Infraestructura Hídrica",2023,"Chilcuautla",776750.64,848,"Construcción de sistema de alcantarillado sanitario de la localidad de Xothí; Chilcuautla; etapa tres de cinco."
"193","Infraestructura Carretera",2023,"Chilcuautla",3499300,279,"Construcción de Pavimentación Asfáltica en Camino Rural a Buena Vista en la localidad de Santa Ana  Batha."
"194","Infraestructura Hídrica",2023,"Chilcuautla",2425217.49,NA,"Construcción de red de drenaje en la localidad de la Estancia; municipio de  Chilcuautla; Hidalgo; etapa tres de cuatro."
"195","Infraestructura Carretera",2023,"Chilcuautla",2299540,NA,"Construcción de Pavimentación Asfáltica en Camino de acceso a Zacualoya."
"196","Vialidades Urbanas",2025,"Chilcuautla",12755031.69,NA,"Construcción de pavimentación asfáltica en la localidad de Tunititlán; municipio de Chilcuautla"
"197","Infraestructura Hídrica",2022,"Chilcuautla",2282320,355,"Construcción de la red de alcantarillado primera etapa para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla"
"198","Infraestructura Carretera",2023,"Chilcuautla",3204180.06,887,"Construcción de pavimentación asfáltica en camino rural al pozo de agua potable en la comunidad de El Bethí; en el municipio del Chilcuautla"
"199","Infraestructura Carretera",2022,"Chilcuautla",996904.79,NA,"Re-encarpetamiento Cocineras - Mejay E.C. Progreso - El Tephé"
"200","Infraestructura Hídrica",2024,"Chilcuautla",315433.23,625,"Rehabilitación de Caseta de Bombeo Cárcamo El Dadho"
"201","Espacios Públicos",2024,"Chilcuautla",404823.2,1262,"Construcción del Corredor Artesanal en la localidad de Chilcuautla; municipio de Chilcuautla"
"202","Infraestructura Hídrica",2022,"Chilcuautla",2796106.22,810,"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco; municipio de Chilcuautla; Hidalgo; etapa una de tres(obra emergente por daños ocasionados por inundación fluvial y lluvia severa)."
"203","Infraestructura Hídrica",2024,"Chilcuautla",2392098.1528,810,"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco; municipio de Chilcuautla; Hidalgo. (Terminación)"
"204","Infraestructura Hídrica",2024,"Chilcuautla",532205.04,848,"Construcción de obra de drenaje para carretera estatal el Tephé a Progreso de Obregón en la comunidad de El Xothi; en el municipio de Chilcuautla"
"205","Infraestructura Hídrica",2023,"Chilcuautla",2909944.11,1262,"Construcción de línea de conducción a tanque; equipamiento y red eléctrica en Huitexcalco de Morelos"
"206","Infraestructura Hídrica",2023,"Chilcuautla",1263316.13,1613,"Construcción de Red de Drenaje en la Localidad de la Estancia; Municipio de Chilcuautla de la Estancia; Municipio de Chilcuautla; Hidalgo; Etapa de Dos de Cuatro"
"207","Vialidades Urbanas",2023,"Chilcuautla",3946275.51,1262,"Construcción de pavimentación asfáltica de varias calles de la cabecera municipal; municipio de Chilcuautla"
"208","Infraestructura Hídrica",2025,"Chilcuautla",2968671.25,839,"Equipamiento de pozo profundo para agua potable y construcción de líneas de conducción localidad de El Mejay; Chilcuautla; Hidalgo."
"209","Infraestructura Hídrica",2022,"Chilcuautla",4408041.38,848,"Construcción de sistema de alcantarillado sanitario de la localidad de Xothí; Chilcuautla; etapa dos de cinco."
"210","Espacios Públicos",2023,"Chilcuautla",5811353.85,270,"Construcción de nueva celda para disposición de residuos sólidos; para el municipio de Chilcuautla"
"211","Infraestructura Hídrica",2023,"Chilcuautla",3009800.09,810,"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco; municipio de Chilcuautla; Hidalgo; etapa dos de tres."
"212","Vialidades Urbanas",2023,"Chilcuautla",3385163.74,513,"Construcción de Pavimentación Asfáltica en la localidad de Benito Juárez; municipio de Chilcuautla."
"213","Infraestructura Hídrica",2023,"Chilcuautla",2429626.74,839,"Construcción del Sistema de Alcantarillado Sanitario primera etapa para beneficiar a la localidad de El Mejay en el municipio de Chilcuautla"
"214","Infraestructura Carretera",2023,"Cobertura Estatal",100645554.76,NA,"Ampliación del cuerpo existente mediante la construcción de un tercer carril del Km 59+562.82 al Km 65+000 en una longitud de 5.43 Km de la Carretera Pachuca - Huejutla; Tramo Cerro Colorado - Zacualtipán; en el Estado de Hidalgo"
"215","Infraestructura Carretera",2023,"Cobertura Estatal",12238266.03,NA,"Señalamiento Horizontal y Vertical 2023"
"216","Infraestructura Carretera",2023,"Cobertura Estatal",51500000,NA,"Conservación de la Red Carretera Estatal 2023"
"217","Espacios Públicos",2024,"Cobertura Estatal",2700000,NA,"Equipamiento para Laboratorio de Calidad de la Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible."
"218","Infraestructura Carretera",2024,"Cobertura Estatal",6e+07,NA,"Conservación de Carreteras 2024."
"219","Infraestructura Carretera",2024,"Cobertura Estatal",2e+07,NA,"Señalamiento (Horizontal y Vertical)."
"220","Vialidades Urbanas",2024,"Cobertura Estatal",1e+07,NA,"Mejoramiento de Vialidades."
"221","Infraestructura Carretera",2024,"Cobertura Estatal",3296667.68,NA,"Actualización de Estudio y Proyecto de la Carretera Eje Transversal Actopan - Atotonilco el Grande"
"222","Espacios Públicos",2024,"Cobertura Estatal",951252.92,NA,"Programa de Campo Limpio."
"223","Infraestructura Carretera",2024,"Cobertura Estatal",3390261.92,NA,"Señaléticas y adecuaciones viales."
"224","Infraestructura Hídrica",2024,"Cobertura Estatal",978143,NA,"Estudio y proyecto de reutilización del agua tratada para abastecer a la Zona Industrial de Emiliano Zapata (Región Altiplano)."
"225","Espacios Públicos",2024,"Tasquillo",11908799.92,NA,"Proyecto Ejecutivo Cereso Tasquillo; en el municipio de Tasquillo."
"226","Espacios Públicos",2025,"Cobertura Estatal",4.16e+08,NA,"Nuevo Centro Deportivo de Alto Rendimiento."
"227","Espacios Públicos",2024,"Cobertura Estatal",755441.87,NA,"Impermeabilización de Espacios Deportivos del Centro Deportivo Hidalguense y de Alto Rendimiento."
"228","Infraestructura Hídrica",2025,"Cobertura Estatal",75669000,NA,"Adquisición de maquinaría; equipos y aditamentos para la tecnificación parcelaria de los distritos de riego 003-Tula; 100 Alfajayucan; 112-Ajacuba; del Estado de Hidalgo."
"229","Infraestructura Carretera",2025,"Cobertura Estatal",2.5e+07,NA,"Programa de señalamiento (horizontal y vertical)"
"230","Vialidades Urbanas",2025,"Cobertura Estatal",16750488,NA,"Programa de Mejoramiento de Vialidades"
"231","Infraestructura Hídrica",2025,"Cobertura Estatal",9766818.13,NA,"Adquisición de Vehículos Utilitarios para el Programa Nacional de Tecnificación de los Distritos de Riego DR-003 Tula; DR-100 Alfajayucan y DR-112 Ajacuba; en el Estado de Hidalgo."
"232","Infraestructura Carretera",2025,"Cobertura Estatal",7e+07,NA,"Programa de Conservación de Carreteras 2025"
"233","Vialidades Urbanas",2023,"Cuautepec de Hinojosa",2369759.81,1702,"Construcción de pavimentación hidráulica en calle Sonora y Morelos en la localidad de El Tepeyac; municipio de Cuautepec de Hinojosa"
"234","Infraestructura Carretera",2024,"Cuautepec de Hinojosa",26046487.26,49,"Construcción de pavimentación hidráulica de la C.E. Cuautepec - Tulancingo"
"235","Infraestructura Carretera",2023,"Cuautepec de Hinojosa",6585562,NA,"Construcción de pavimentación asfáltica en la antigua carretera a Santa Elena Paliseca ubicada en la Localidad de Santa Elena Paliseca; municipio de Cuautepec de Hinojosa."
"236","Infraestructura Carretera",2025,"Cuautepec de Hinojosa",3e+07,NA,"Construcción de pavimentación hidráulica de la C.E. Cuautepec - Tulancingo (Segunda etapa); en el municipio de Cuautepec de Hinojosa"
"237","Infraestructura Carretera",2023,"Cuautepec de Hinojosa",3667409.63,3074,"Construcción de pavimentación hidráulica en carretera Santa Rita a Santa Elena Paliseca Tramo El Atoron"
"238","Vivienda Asequible",2022,"Cuautepec de Hinojosa",486101.09,20,"Construcción de cuarto dormitorio; en el municipio de Cuautepec de Hinojosa"
"239","Vialidades Urbanas",2023,"El Arenal",1045191.02,730,"Construcción de pavimentación hidráulica en Ojo de Agua Santa Rosa; Manzana 1; municipio de El Arenal."
"240","Vialidades Urbanas",2023,"El Arenal",1890479.6,NA,"Construcción de pavimentación hidráulica en El Arenal; localidad de San José Tepenene calle 20 de Noviembre."
"241","Infraestructura Hídrica",2024,"El Arenal",1578067.84755488,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"242","Infraestructura Hídrica",2024,"El Arenal",323177.030700389,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"243","Vialidades Urbanas",2023,"El Arenal",1046952.85,1029,"Construcción de pavimentación hidráulica en El Arenal localidad El Rincón Libramiento La Peña El Rincón."
"244","Infraestructura Hídrica",2022,"El Arenal",153684.992282367,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"245","Vialidades Urbanas",2023,"El Arenal",999800,1823,"Construcción de pavimentación asfáltica en El Arenal; en la localidad de San José Tepenene Manzana No.1 calle Emiliano Zapata."
"246","Infraestructura Hídrica",2024,"El Arenal",331196.100365463,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"247","Vialidades Urbanas",2023,"El Arenal",523519.6,1024,"Construcción de pavimentación asfáltica a el panteón; El Meje; municipio de El Arenal"
"248","Vialidades Urbanas",2023,"El Arenal",846200.22,3578,"Construcción de pavimentación asfáltica en el Arenal; localidad Centro Cabecera; Barrio La Capilla; calle Sin Nombre."
"249","Vivienda Asequible",2022,"El Arenal",216067.46061963,NA,"Construcción de 38 cuartos dormitorio en los municipios de El Arenal y Pachuca de Soto"
"250","Vivienda Asequible",2024,"El Arenal",264761.62,NA,"Construcción de cuartos dormitorios en el municipio de El Arenal"
"251","Infraestructura Carretera",2024,"El Arenal",16177733.89,525,"Construcción de pavimentación asfáltica de Fray Francisco al Rincón; en el municipio de El Arenal"
"252","Infraestructura Hídrica",2025,"El Arenal",20452825.88,NA,"Rehabilitación de sistema de agua potable; alcantarillado. Sanitario y reposición de pavimento hidráulico en Av. Miguel Hidalgo; en el. Municipio de El Arenal"
"253","Vialidades Urbanas",2023,"El Arenal",1581111.25,84,"Construcción de pavimentación hidráulica en El Arenal; Barrio El Ojua calle Lázaro Cárdenas"
"254","Infraestructura Hídrica",2024,"Eloxochitlán",4509157.31,601,"Perforación de pozo para agua potable en Eloxochitlán."
"255","Vialidades Urbanas",2023,"Eloxochitlán",1150676,194,"Construcción de pavimentación hidráulica en Barrio Centro; localidad de Gilo"
"256","Infraestructura Carretera",2023,"Eloxochitlán",62191631.16,NA,"Reconstrucción de la C.E. Metztitlán - Eloxochitlán."
"257","Infraestructura Carretera",2024,"Eloxochitlán",12500000,NA,"Construye Tu Camino del tramo al Barrio El Calvario; en el municipio de Eloxochitlan"
"258","Vivienda Asequible",2023,"Eloxochitlán",2616607.58,NA,"Construcción de 20 cuartos dormitorio en el municipio de Eloxochitlán"
"259","Infraestructura Carretera",2024,"Eloxochitlán",1786516.55,975,"Construye Tu Camino del tramo Primer puente rumbo al Barrio Pueblo Nuevo; en la localidad de Hualula; en el municipio de Eloxochitlán"
