"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
147	13015	"Cardonal"	"Vialidades Urbanas"	4498496.09	339	2023	"Pavimentación asfáltica del Circuito Los Reyes, municipio de Cardonal (segunda etapa)"	TRUE
148	13015	"Cardonal"	"Infraestructura Carretera"	51336180.82	1124	2023	"Modernización y Ampliación del C.R. Pozuelos - El Palmar; Tramo del km 0+000 al 12+209, Subtramo: del km 0+000 al 6+763.21, en el Municipio de Cardonal."	TRUE
149	13015	"Cardonal"	"Espacios Públicos"	1010035.86	1124	2024	"Construcción del Corredor Artesanal en la localidad de Pozuelos, municipio de el Cardonal"	TRUE
150	13015	"Cardonal"	"Vialidades Urbanas"	1273173.05	532	2024	"Construcción de Pavimentación de Concreto Hidráulico en la localidad de San Antonio Sabanillas, municipio de Cardonal"	FALSE
151	13015	"Cardonal"	"Infraestructura Carretera"	5820352.9	374	2022	"Construcción de pavimentación de concreto hidráulico en acceso a Las Grutas de Tolantongo, municipio de Cardonal"	TRUE
152	13015	"Cardonal"	"Infraestructura Hídrica"	5700000	374	2023	"Ampliación del Sistema de Alcantarillado Sanitario y Planta de Tratamiento de aguas residuales de la localidad de San Cristobal, municipio de Cardonal."	TRUE
153	13015	"Cardonal"	"Infraestructura Hídrica"	1999572.81	478	2022	"Perforación de pozo para agua potable en San Miguel Jigui"	TRUE
154	13015	"Cardonal"	"Infraestructura Hídrica"	3166869.88	NA	2023	"Terminación de perforación de pozo para agua potable en San Miguel Jigui, Cardonal"	TRUE
155	13015	"Cardonal"	"Infraestructura Hídrica"	2993437.85	478	2024	"Equipamiento electromecanico para pozo de agua potable en la localidad de San Miguel Jigui, municipio de Cardonal"	TRUE
156	13015	"Cardonal"	"Infraestructura Hídrica"	1552482.46	272	2023	"Ampliación del Sistema de Agua Potable para beneficiar a la localidad de San Miguel Tlazintla en el municipio de Cardonal"	TRUE
157	13015	"Cardonal"	"Infraestructura Hídrica"	736483.43	272	2022	"Construcción de tanque de regularización en el municipio de Cardonal, en la localidad de San Miguel Tlazintla"	TRUE
158	13015	"Cardonal"	"Infraestructura Carretera"	9073447.7	NA	2023	"Modernización del camino San Miguel Tlazintla - El Pinalito; en el municipio de Cardonal"	TRUE
159	13015	"Cardonal"	"Infraestructura Carretera"	11185208.89	755	2024	"Construcción de piso de concreto hidráulico en acceso a Tolantongo, en el municipio de Cardonal"	TRUE
160	13015	"Cardonal"	"Infraestructura Hídrica"	3604235.81	NA	2023	"Construcción de sistema de agua potable de Salinas, municipio de El Cardonal"	FALSE
161	13017	"Chapantongo"	"Vialidades Urbanas"	2631574.33	2006	2023	"Construcción de concreto hidráulico en acceso a cabecera municipal de Chapantongo"	TRUE
162	13017	"Chapantongo"	"Infraestructura Carretera"	2.1e+07	NA	2025	"Reconstrucción de la C.E. Golondrinas - Alfajayucan - Chapantongo - Tepetitlán, municipio de Chapantongo"	FALSE
163	13017	"Chapantongo"	"Infraestructura Carretera"	3794271.99	149	2023	"Construcción de pavimentación asfáltica en acceso a Dexha en el municipio de Chapantongo"	TRUE
164	13017	"Chapantongo"	"Infraestructura Carretera"	4576899.43	189	2023	"Construcción de Pavimentación Asfáltica en Chapantongo, en la Localidad de Juchitlan."	TRUE
165	13017	"Chapantongo"	"Vialidades Urbanas"	2937104.4	302	2023	"Construcción de pavimentación asfáltica en Chapantongo localidad Puerto Vallarta calle principal."	TRUE
166	13017	"Chapantongo"	"Vivienda Asequible"	1334010.81	56	2022	"Construcción de Cuarto Dormitorio, en el municipio de Chapantongo"	FALSE
167	13017	"Chapantongo"	"Infraestructura Carretera"	12945007.03	666	2024	"Construcción de pavimentación asfáltica en la localidad de Zimapantongo, municipio de Chapantongo"	FALSE
168	13018	"Chapulhuacán"	"Infraestructura Carretera"	6548100.12	793	2023	"Construcción de pavimento hidráulico en la comunidad de Cahuazas, Chapulhuacán."	TRUE
169	13018	"Chapulhuacán"	"Infraestructura Hídrica"	7070533.45	4054	2023	"Construcción de sistema integral de abastecimiento de agua potable en la cabecera municipal de Chapulhuacan (1ra etapa)"	TRUE
170	13018	"Chapulhuacán"	"Infraestructura Hídrica"	17638274.59	4054	2024	"Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacan (2da Etapa)."	FALSE
171	13018	"Chapulhuacán"	"Infraestructura Hídrica"	2.5e+07	NA	2025	"Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacán (Tercera etapa)"	TRUE
172	13018	"Chapulhuacán"	"Vialidades Urbanas"	2508949.93	227	2024	"Pavimentación de concreto Hidráulico en calle de acceso a la comunidad de La Escondida, municipio de Chapulhuacán"	TRUE
173	13018	"Chapulhuacán"	"Infraestructura Carretera"	6466892.86	397	2023	"Construye tu Camino del Tramo La Mesa - Telesecundaria 748, en el municipio de Chapulhuacan."	TRUE
174	13018	"Chapulhuacán"	"Infraestructura Carretera"	7500000	322	2024	"Construye tu Camino del tramo Palo Verde a entronque San Rafael, en el municipio de Chapuluacan."	TRUE
175	13018	"Chapulhuacán"	"Infraestructura Carretera"	6484768	1760	2024	"Reconstrucción de la C.E. Santa Ana de Allende - Huatepango, municipio de Chapulhuacán"	TRUE
176	13018	"Chapulhuacán"	"Vivienda Asequible"	2167987.71309999	NA	2023	"Construcción de 30 cuartos dormitorio en el municipio de Pisaflores  y Chapulhuacán"	FALSE
176	13049	"Pisaflores"	"Vivienda Asequible"	1772310.78690001	NA	2023	"Construcción de 30 cuartos dormitorio en el municipio de Pisaflores  y Chapulhuacán"	FALSE
177	13019	"Chilcuautla"	"Vialidades Urbanas"	3385163.74	513	2023	"Construcción de Pavimentación Asfáltica en la localidad de Benito Juárez, municipio de Chilcuautla."	TRUE
178	13019	"Chilcuautla"	"Vialidades Urbanas"	3946275.51	1262	2023	"Construcción de pavimentación asfáltica de varias calles de la cabecera municipal, municipio de Chilcuautla"	TRUE
179	13019	"Chilcuautla"	"Espacios Públicos"	404823.2	1262	2024	"Construcción del Corredor Artesanal en la localidad de Chilcuautla, municipio de Chilcuautla"	TRUE
180	13019	"Chilcuautla"	"Vialidades Urbanas"	12755031.69	NA	2025	"Construcción de pavimentación asfáltica en la localidad de Tunititlán, municipio de Chilcuautla"	FALSE
181	13019	"Chilcuautla"	"Espacios Públicos"	2406894.92	NA	2023	"Construcción de puente peatonal para comunicar a las comunidades de La Estancia y El Bethí, en el municipio de Chilcuautla"	TRUE
182	13019	"Chilcuautla"	"Infraestructura Carretera"	3204180.06	887	2023	"Construcción de pavimentación asfáltica en camino rural al pozo de agua potable en la comunidad de El Bethí; en el municipio del Chilcuautla"	TRUE
183	13019	"Chilcuautla"	"Infraestructura Hídrica"	242639.56	887	2024	"Rehabilitación de Cárcamo de Agua Potable en El Bethi."	TRUE
184	13019	"Chilcuautla"	"Infraestructura Hídrica"	315433.23	625	2024	"Rehabilitación de Caseta de Bombeo Cárcamo El Dadho"	TRUE
185	13019	"Chilcuautla"	"Espacios Públicos"	5811353.85	270	2023	"Construcción de nueva celda para disposición de residuos sólidos, para el municipio de Chilcuautla"	TRUE
186	13019	"Chilcuautla"	"Infraestructura Hídrica"	2429626.74	839	2023	"Construcción del Sistema de Alcantarillado Sanitario primera etapa para beneficiar a la localidad de El Mejay en el municipio de Chilcuautla"	TRUE
187	13019	"Chilcuautla"	"Infraestructura Hídrica"	2968671.25	839	2025	"Equipamiento de pozo profundo para agua potable y construcción de líneas de conducción localidad de El Mejay, Chilcuautla, Hidalgo."	FALSE
188	13019	"Chilcuautla"	"Infraestructura Hídrica"	4408041.38	848	2022	"Construcción de sistema de alcantarillado sanitario de la localidad de Xothí, Chilcuautla, etapa dos de cinco."	TRUE
189	13019	"Chilcuautla"	"Infraestructura Hídrica"	532205.04	848	2024	"Construcción de obra de drenaje para carretera estatal el Tephé a Progreso de Obregón en la comunidad de El Xothi, en el municipio de Chilcuautla"	FALSE
190	13019	"Chilcuautla"	"Infraestructura Hídrica"	2909944.11	1262	2023	"Construcción de línea de conducción a tanque, equipamiento y red eléctrica en Huitexcalco de Morelos"	TRUE
191	13019	"Chilcuautla"	"Infraestructura Hídrica"	1263316.13	1613	2023	"Construcción de Red de Drenaje en la Localidad de la Estancia, Municipio de Chilcuautla de la Estancia, Municipio de Chilcuautla, Hidalgo, Etapa de Dos de Cuatro"	TRUE
192	13019	"Chilcuautla"	"Infraestructura Hídrica"	2425217.49	NA	2023	"Construcción de red de drenaje en la localidad de la Estancia, municipio de  Chilcuautla, Hidalgo, etapa tres de cuatro."	TRUE
193	13019	"Chilcuautla"	"Infraestructura Hídrica"	4647230.802	1613	2024	"Construcción de red de drenaje en la localidad de la Estancia etapa cuatro de cinco, municipio de  Chilcuautla, Hidalgo."	TRUE
194	13019	"Chilcuautla"	"Infraestructura Carretera"	6417406.64	NA	2024	"Construcción de pavimentación asfáltica en caminos rurales de la Manzana El Pirul de la localidad de La Estancia, municipio de Chilcuautla."	FALSE
195	13019	"Chilcuautla"	"Infraestructura Hídrica"	9609244.75	1862	2022	"Eficientización de la Energía para el Bombeo de Agua en Pozos de Uso Público Urbano a través de Sistemas Fotovoltaicos, para el Sistema de Agua Potable en Santa Ana Batha, municipio de Chilcuautla"	TRUE
196	13019	"Chilcuautla"	"Infraestructura Carretera"	3499300	279	2023	"Construcción de Pavimentación Asfáltica en Camino Rural a Buena Vista en la localidad de Santa Ana  Batha."	TRUE
197	13019	"Chilcuautla"	"Infraestructura Carretera"	996904.79	NA	2022	"Re-encarpetamiento Cocineras - Mejay E.C. Progreso - El Tephé"	TRUE
198	13019	"Chilcuautla"	"Infraestructura Carretera"	1732285.16	1834	2024	"Rehabilitación de puente vehicular barranca de San Miguel de la localidad de Texcatepec, en el municipio de Chilcuautla"	FALSE
199	13019	"Chilcuautla"	"Infraestructura Carretera"	9332971.74	NA	2025	"Pavimentación asfáltica en camino rural 2 de noviembre y Francisco Villa en la comunidad de Texcatepec, municipio de Chilcuautla"	FALSE
200	13019	"Chilcuautla"	"Infraestructura Hídrica"	3009800.09	810	2023	"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco, municipio de Chilcuautla, Hidalgo, etapa dos de tres."	TRUE
201	13019	"Chilcuautla"	"Infraestructura Hídrica"	2796106.22	810	2022	"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco, municipio de Chilcuautla, Hidalgo, etapa una de tres(obra emergente por daños ocasionados por inundación fluvial y lluvia severa)."	TRUE
202	13019	"Chilcuautla"	"Infraestructura Hídrica"	2392098.1528	810	2024	"Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco, municipio de Chilcuautla, Hidalgo. (Terminación)"	TRUE
203	13019	"Chilcuautla"	"Vialidades Urbanas"	4116750.11	848	2024	"Construcción de pavimentación asfáltica en Circuito Sur, en la localidad de Xothí, en el municipio de Chilcuautla."	TRUE
204	13019	"Chilcuautla"	"Infraestructura Hídrica"	776750.64	848	2023	"Construcción de sistema de alcantarillado sanitario de la localidad de Xothí, Chilcuautla, etapa tres de cinco."	TRUE
205	13019	"Chilcuautla"	"Infraestructura Hídrica"	2282320	355	2022	"Construcción de la red de alcantarillado primera etapa para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla"	TRUE
206	13019	"Chilcuautla"	"Infraestructura Hídrica"	3982346	355	2023	"Construcción de la planta de tratamiento de aguas residuales para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla"	TRUE
207	13019	"Chilcuautla"	"Infraestructura Carretera"	2299540	NA	2023	"Construcción de Pavimentación Asfáltica en Camino de acceso a Zacualoya."	TRUE
208	13019	"Chilcuautla"	"Vivienda Asequible"	788686.704896609	NA	2022	"Construcción de 50 cuartos dormitorio en los municipios de Ixmiquilpan, Chilcuautla y Santiago de Anaya"	FALSE
208	13030	"Ixmiquilpan"	"Vivienda Asequible"	4114818.24447988	NA	2022	"Construcción de 50 cuartos dormitorio en los municipios de Ixmiquilpan, Chilcuautla y Santiago de Anaya"	FALSE
208	13055	"Santiago de Anaya"	"Vivienda Asequible"	764495.14062351	NA	2022	"Construcción de 50 cuartos dormitorio en los municipios de Ixmiquilpan, Chilcuautla y Santiago de Anaya"	FALSE
209	NA	"Cobertura Estatal"	"Infraestructura Carretera"	100645554.76	NA	2023	"Ampliación del cuerpo existente mediante la construcción de un tercer carril del Km 59+562.82 al Km 65+000 en una longitud de 5.43 Km de la Carretera Pachuca - Huejutla, Tramo Cerro Colorado - Zacualtipán, en el Estado de Hidalgo"	FALSE
210	NA	"Cobertura Estatal"	"Infraestructura Carretera"	12238266.03	NA	2023	"Señalamiento Horizontal y Vertical 2023"	FALSE
211	NA	"Cobertura Estatal"	"Infraestructura Carretera"	51500000	NA	2023	"Conservación de la Red Carretera Estatal 2023"	FALSE
212	NA	"Cobertura Estatal"	"Espacios Públicos"	2700000	NA	2024	"Equipamiento para Laboratorio de Calidad de la Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible."	FALSE
213	NA	"Cobertura Estatal"	"Infraestructura Carretera"	6e+07	NA	2024	"Conservación de Carreteras 2024."	FALSE
214	NA	"Cobertura Estatal"	"Infraestructura Carretera"	2e+07	NA	2024	"Señalamiento (Horizontal y Vertical)."	FALSE
215	NA	"Cobertura Estatal"	"Vialidades Urbanas"	1e+07	NA	2024	"Mejoramiento de Vialidades."	FALSE
216	NA	"Cobertura Estatal"	"Espacios Públicos"	755441.87	NA	2024	"Impermeabilización de Espacios Deportivos del Centro Deportivo Hidalguense y de Alto Rendimiento."	FALSE
217	NA	"Cobertura Estatal"	"Espacios Públicos"	951252.92	NA	2024	"Programa de Campo Limpio."	FALSE
218	NA	"Cobertura Estatal"	"Infraestructura Carretera"	3390261.92	NA	2024	"Señaléticas y adecuaciones viales."	FALSE
219	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	978143	NA	2024	"Estudio y proyecto de reutilización del agua tratada para abastecer a la Zona Industrial de Emiliano Zapata (Región Altiplano)."	FALSE
220	NA	"Tasquillo"	"Espacios Públicos"	11908799.92	NA	2024	"Proyecto Ejecutivo Cereso Tasquillo, en el municipio de Tasquillo."	FALSE
221	NA	"Cobertura Estatal"	"Espacios Públicos"	4.16e+08	NA	2025	"Nuevo Centro Deportivo de Alto Rendimiento."	FALSE
222	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	75669000	NA	2025	"Adquisición de maquinaría, equipos y aditamentos para la tecnificación parcelaria de los distritos de riego 003-Tula, 100 Alfajayucan, 112-Ajacuba, del Estado de Hidalgo."	FALSE
223	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	9766818.13	NA	2025	"Adquisición de Vehículos Utilitarios para el Programa Nacional de Tecnificación de los Distritos de Riego DR-003 Tula, DR-100 Alfajayucan y DR-112 Ajacuba, en el Estado de Hidalgo."	FALSE
224	NA	"Cobertura Estatal"	"Infraestructura Carretera"	7e+07	NA	2025	"Programa de Conservación de Carreteras 2025"	FALSE
225	NA	"Cobertura Estatal"	"Infraestructura Carretera"	2.5e+07	NA	2025	"Programa de señalamiento (horizontal y vertical)"	FALSE
226	NA	"Cobertura Estatal"	"Vialidades Urbanas"	16750488	NA	2025	"Programa de Mejoramiento de Vialidades"	FALSE
227	13048	"Pachuca de Soto"	"Espacios Públicos"	24130675.3424944	NA	2024	"Rehabilitación de la imagen urbana de la vialidad Pachuca - Actopan y Boulevard de acceso a la Concepción,           comunidad de Tilcuautla, en los municipios de Pachuca y San Agustín Tlaxiaca."	FALSE
227	13052	"San Agustín Tlaxiaca"	"Espacios Públicos"	2985598.28570822	NA	2024	"Rehabilitación de la imagen urbana de la vialidad Pachuca - Actopan y Boulevard de acceso a la Concepción,           comunidad de Tilcuautla, en los municipios de Pachuca y San Agustín Tlaxiaca."	FALSE
227	13082	"Zapotlán de Juárez"	"Espacios Públicos"	1646143.94179737	NA	2024	"Rehabilitación de la imagen urbana de la vialidad Pachuca - Actopan y Boulevard de acceso a la Concepción,           comunidad de Tilcuautla, en los municipios de Pachuca y San Agustín Tlaxiaca."	FALSE
228	13007	"Almoloya"	"Infraestructura Hídrica"	173101.599474887	NA	2024	"Estudio y proyecto para la línea de conducción marginal, tramo Acopinalco - Ciudad Sahagún, incluye proyecto ejecutivo, estudio hidrológico, delimitación de zona federal para su ocupación, con base en el trámite CONAGUA-02-002, manifiesto de impacto ambiental y análisis costo beneficio."	FALSE
228	13008	"Apan"	"Infraestructura Hídrica"	644074.2679011	NA	2024	"Estudio y proyecto para la línea de conducción marginal, tramo Acopinalco - Ciudad Sahagún, incluye proyecto ejecutivo, estudio hidrológico, delimitación de zona federal para su ocupación, con base en el trámite CONAGUA-02-002, manifiesto de impacto ambiental y análisis costo beneficio."	FALSE
228	13021	"Emiliano Zapata"	"Infraestructura Hídrica"	209374.842342692	NA	2024	"Estudio y proyecto para la línea de conducción marginal, tramo Acopinalco - Ciudad Sahagún, incluye proyecto ejecutivo, estudio hidrológico, delimitación de zona federal para su ocupación, con base en el trámite CONAGUA-02-002, manifiesto de impacto ambiental y análisis costo beneficio."	FALSE
228	13061	"Tepeapulco"	"Infraestructura Hídrica"	776032.158653358	NA	2024	"Estudio y proyecto para la línea de conducción marginal, tramo Acopinalco - Ciudad Sahagún, incluye proyecto ejecutivo, estudio hidrológico, delimitación de zona federal para su ocupación, con base en el trámite CONAGUA-02-002, manifiesto de impacto ambiental y análisis costo beneficio."	FALSE
228	13072	"Tlanalapa"	"Infraestructura Hídrica"	153329.991627963	NA	2024	"Estudio y proyecto para la línea de conducción marginal, tramo Acopinalco - Ciudad Sahagún, incluye proyecto ejecutivo, estudio hidrológico, delimitación de zona federal para su ocupación, con base en el trámite CONAGUA-02-002, manifiesto de impacto ambiental y análisis costo beneficio."	FALSE
229	13016	"Cuautepec de Hinojosa"	"Infraestructura Carretera"	3e+07	NA	2025	"Construcción de pavimentación hidráulica de la C.E. Cuautepec - Tulancingo (Segunda etapa), en el municipio de Cuautepec de Hinojosa"	FALSE
230	13016	"Cuautepec de Hinojosa"	"Vialidades Urbanas"	2369759.81	1702	2023	"Construcción de pavimentación hidráulica en calle Sonora y Morelos en la localidad de El Tepeyac, municipio de Cuautepec de Hinojosa"	TRUE
231	13016	"Cuautepec de Hinojosa"	"Infraestructura Carretera"	26046487.26	49	2024	"Construcción de pavimentación hidráulica de la C.E. Cuautepec - Tulancingo"	TRUE
232	13016	"Cuautepec de Hinojosa"	"Infraestructura Carretera"	3667409.63	3074	2023	"Construcción de pavimentación hidráulica en carretera Santa Rita a Santa Elena Paliseca Tramo El Atoron"	TRUE
