"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"157","Cardonal","13015","Cardonal","Infraestructura Hídrica","2022","Construcción de tanque de regularización en el municipio de Cardonal en la localidad de San Miguel Tlazintla","San Miguel Tlazintla",736483.43,"1","272"
"158","Cardonal","13015","Cardonal","Infraestructura Carretera","2023","Modernización del camino San Miguel Tlazintla - El Pinalito en el municipio de Cardonal","San Miguel Tlazintla",9073447.7,"1","NA"
"141","Cardonal","13015","Cardonal","Infraestructura Hídrica","2024","Estudio y proyecto para la perforación de pozo profundo para uso público en la localidad de El Vithé municipio de Cardonal","El Vithe",2741934.94,"0.2495","0"
"142","Cardonal","13015","Cardonal","Infraestructura Hídrica","2023","Construcción de sistema de agua potable La Mesa municipio de Cardonal etapa dos de dos.","La Mesa",1584513.1,"1","210"
"143","Cardonal","13015","Cardonal","Infraestructura Hídrica","2022","Construcción de sistema de agua potable La Mesa municipio de Cardonal etapa una de dos.","La Mesa",2452380.01,"1","210"
"131","Cardonal","13015","Cardonal","Infraestructura Hídrica","2023","Equipamiento de pozo ramal eléctrico línea de conducción y tanque de regularización del sistema de agua potable manantial Salinas  etapa uno de dos","Cardonal",4457099.7,"1","755"
"145","Cardonal","13015","Cardonal","Infraestructura Carretera","2024","Construye Tu Camino del tramo La Mesa-La Gloria segunda etapa en el municipio de Cardonal","La Mesa
La Laguna
La Gloria",6400000,"0","NA"
"146","Cardonal","13015","Cardonal","Infraestructura Carretera","2023","Pavimentación asfáltica del circuito Los Reyes municipio de Cardonal","Los Reyes",3332034.78,"1","NA"
"147","Cardonal","13015","Cardonal","Vialidades Urbanas","2023","Pavimentación asfáltica del Circuito Los Reyes municipio de Cardonal (segunda etapa)","Los Reyes",4498496.09,"1","339"
"144","Cardonal","13015","Cardonal","Infraestructura Carretera","2023","Construye Tu Camino del Tramo La Mesa - La Gloria en municipio de Cardonal","La Mesa",6122809.2,"0.87","NA"
"153","Cardonal","13015","Cardonal","Infraestructura Hídrica","2022","Perforación de pozo para agua potable en San Miguel Jigui","San Miguel Jigui",1999572.81,"1","478"
"140","Cardonal","13015","Cardonal","Infraestructura Carretera","2024","Construye Tu Camino del Acceso a El Molino en el municipio de Cardonal","El Sauz",5500000,"0.38290000000000002","500"
"152","Cardonal","13015","Cardonal","Infraestructura Hídrica","2023","Ampliación del Sistema de Alcantarillado Sanitario y Planta de Tratamiento de aguas residuales de la localidad de San Cristobal municipio de Cardonal.","San Cristóbal",5700000,"1","374"
"148","Cardonal","13015","Cardonal","Infraestructura Carretera","2023","Modernización y Ampliación del C.R. Pozuelos - El Palmar Tramo del km 0+000 al 12+209 Subtramo: del km 0+000 al 6+763.21 en el Municipio de Cardonal.","Pozuelos",51336180.82,"1","1124"
"137","Cardonal","13015","Cardonal","Infraestructura Carretera","2024","Construcción de pavimentación hidráulica del Camino Intermunicipal Cardonal Nicolás Flores tramo El Boxo Barrio del Tixqui en el municipio de Cardonal.","El Boxo",9690119.88,"0.43540000000000001","273"
"134","Cardonal","13015","Cardonal","Infraestructura Hídrica","2024","Perforación Exploratoria de Pozo de Agua potable Cardonalito.","Cardonalito",1949477.1384,"1","90"
"154","Cardonal","13015","Cardonal","Infraestructura Hídrica","2023","Terminación de perforación de pozo para agua potable en San Miguel Jigui Cardonal","San Miguel Jigui",3166869.88,"1","NA"
"155","Cardonal","13015","Cardonal","Infraestructura Hídrica","2024","Equipamiento electromecanico para pozo de agua potable en la localidad de San Miguel Jigui municipio de Cardonal","San Miguel Jigui",2993437.85,"1","478"
"150","Cardonal","13015","Cardonal","Vialidades Urbanas","2024","Construcción de Pavimentación de Concreto Hidráulico en la localidad de San Antonio Sabanillas municipio de Cardonal","San Antonio Sabanillas",1273173.05,"1","532"
"138","Cardonal","13015","Cardonal","Infraestructura Hídrica","2022","Ampliación del sistema de agua potable en la localidad de El Deca en el municipio de Cardonal","El Deca",3325797.27,"1","NA"
"160","Cardonal","13015","Cardonal","Infraestructura Hídrica","2023","Construcción de sistema de agua potable de Salinas municipio de El Cardonal","Varias",3604235.81,"1","NA"
"149","Cardonal","13015","Cardonal","Espacios Públicos","2024","Construcción del Corredor Artesanal en la localidad de Pozuelos municipio de el Cardonal","Pozuelos",1010035.86,"1","1124"
"136","Cardonal","13015","Cardonal","Vialidades Urbanas","2022","Construcción de pavimento de concreto hidráulico en el municipio de Cardonal en la localidad del Bingu en diferentes calles","El Bingu",1307947.47,"1","1065"
"151","Cardonal","13015","Cardonal","Infraestructura Carretera","2022","Construcción de pavimentación de concreto hidráulico en acceso a Las Grutas de Tolantongo municipio de Cardonal","San Cristobal",5820352.9,"1","374"
"135","Cardonal","13015","Cardonal","Infraestructura Carretera","2023","Construcción de Pavimentación Hidráulica con roderas en la localidad de Cuesta Blanca municipio de Cardonal.","Cuesta Blanca",3032096.67,"1","270"
"139","Cardonal","13015","Cardonal","Infraestructura Hídrica","2022","Construcción del pozo profundo de agua potable para beneficiar a la localidad de El Deca en el municipio de Cardonal","El Deca",1594848.21,"1","1069"
"133","Cardonal","13015","Cardonal","Infraestructura Carretera","2025","Construcción de pavimentación hidráulica del camino intermunicipal Cardonal - Tlahuiltepa tramo El Moxthe - Cieneguilla en el municipio de Cardonal","Cardonal",13291329.58,"0","NA"
"167","Chapantongo","13017","Chapantongo","Infraestructura Carretera","2024","Construcción de pavimentación asfáltica en la localidad de Zimapantongo municipio de Chapantongo","Zimapantongo",12945007.03,"0.57999999999999996","666"
"162","Chapantongo","13017","Chapantongo","Infraestructura Carretera","2025","Reconstrucción de la C.E. Golondrinas - Alfajayucan - Chapantongo - Tepetitlán municipio de Chapantongo","Chapantongo",21000000,"0","NA"
"161","Chapantongo","13017","Chapantongo","Vialidades Urbanas","2023","Construcción de concreto hidráulico en acceso a cabecera municipal de Chapantongo","Chapantongo",2631574.33,"1","2006"
"166","Chapantongo","13017","Chapantongo","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Chapantongo","Varias",1334010.81,"1","56"
"164","Chapantongo","13017","Chapantongo","Infraestructura Carretera","2023","Construcción de Pavimentación Asfáltica en Chapantongo en la Localidad de Juchitlan.","Juchitlán",4576899.43,"1","189"
"163","Chapantongo","13017","Chapantongo","Infraestructura Carretera","2023","Construcción de pavimentación asfáltica en acceso a Dexha en el municipio de Chapantongo","Dexha",3794271.99,"1","149"
"165","Chapantongo","13017","Chapantongo","Vialidades Urbanas","2023","Construcción de pavimentación asfáltica en Chapantongo localidad Puerto Vallarta calle principal.","Puerto Vallarta",2937104.4,"1","302"
"170","Chapulhuacan","13018","Chapulhuacán","Infraestructura Hídrica","2024","Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacan (2da Etapa).","Chapulhuacán",17638274.59,"0.2631","4054"
"169","Chapulhuacan","13018","Chapulhuacán","Infraestructura Hídrica","2023","Construcción de sistema integral de abastecimiento de agua potable en la cabecera municipal de Chapulhuacan (1ra etapa)","Chapulhuacán",7070533.45,"0.95250000000000001","4054"
"171","Chapulhuacan","13018","Chapulhuacán","Infraestructura Hídrica","2025","Construcción de Sistema Integral de Abastecimiento de Agua Potable en la cabecera municipal de Chapulhuacán (Tercera etapa)","Chapulhuacán",25000000,"0","NA"
"172","Chapulhuacan","13018","Chapulhuacán","Vialidades Urbanas","2024","Pavimentación de concreto Hidráulico en calle de acceso a la comunidad de La Escondida municipio de Chapulhuacán","La Escondida",2508949.93,"1","227"
"173","Chapulhuacan","13018","Chapulhuacán","Infraestructura Carretera","2023","Construye tu Camino del Tramo La Mesa - Telesecundaria 748 en el municipio de Chapulhuacan.","La Mesa",6466892.86,"0.9","397"
"174","Chapulhuacan","13018","Chapulhuacán","Infraestructura Carretera","2024","Construye tu Camino del tramo Palo Verde a entronque San Rafael en el municipio de Chapuluacan.","Palo Verde",7500000,"0.32019999999999998","322"
"175","Chapulhuacan","13018","Chapulhuacán","Infraestructura Carretera","2024","Reconstrucción de la C.E. Santa Ana de Allende - Huatepango municipio de Chapulhuacán","Santa Ana de Allende",6484768,"0.94499999999999995","1760"
"168","Chapulhuacan","13018","Chapulhuacán","Infraestructura Carretera","2023","Construcción de pavimento hidráulico en la comunidad de Cahuazas Chapulhuacán.","Cahuazas (Hacienda de Cahuazas)",6548100.12,"1","793"
"176","Chapulhuacan,Pisaflores","NA","NA","Vivienda Asequible","2023","Construcción de 30 cuartos dormitorio en el municipio de Pisaflores  y Chapulhuacán","Casas ViejasChapulhuacánEl BoniguEl RayoGuayabosLa Escondida de Lo VerdePalmitasPisafloresPlan de AyalaSan Pedro XochicuacoSan RafaelTlacuilola",3940298.5,"1","NA"
"198","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2024","Rehabilitación de puente vehicular barranca de San Miguel de la localidad de Texcatepec en el municipio de Chilcuautla","Texcatepec",1732285.16,"0.52359999999999995","1834"
"197","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2022","Re-encarpetamiento Cocineras - Mejay E.C. Progreso - El Tephé","Santa Ana Batha",996904.79,"1","NA"
"183","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2024","Rehabilitación de Cárcamo de Agua Potable en El Bethi.","El Bethí",242639.56,"1","887"
"199","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2025","Pavimentación asfáltica en camino rural 2 de noviembre y Francisco Villa en la comunidad de Texcatepec municipio de Chilcuautla","Texcatepec",9332971.74,"0","NA"
"185","Chilcuautla","13019","Chilcuautla","Espacios Públicos","2023","Construcción de nueva celda para disposición de residuos sólidos para el municipio de Chilcuautla","El Deca",5811353.85,"0.9244","270"
"182","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2023","Construcción de pavimentación asfáltica en camino rural al pozo de agua potable en la comunidad de El Bethí en el municipio del Chilcuautla","El Bethí",3204180.06,"1","887"
"187","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2025","Equipamiento de pozo profundo para agua potable y construcción de líneas de conducción localidad de El Mejay Chilcuautla Hidalgo.","El Mejay ",2968671.25,"0","839"
"184","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2024","Rehabilitación de Caseta de Bombeo Cárcamo El Dadho","El Dadhó",315433.23,"1","625"
"194","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2024","Construcción de pavimentación asfáltica en caminos rurales de la Manzana El Pirul de la localidad de La Estancia municipio de Chilcuautla.","La Estancia",6417406.64,"0.96360000000000001","NA"
"186","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción del Sistema de Alcantarillado Sanitario primera etapa para beneficiar a la localidad de El Mejay en el municipio de Chilcuautla","El Mejay",2429626.74,"1","839"
"192","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción de red de drenaje en la localidad de la Estancia municipio de  Chilcuautla Hidalgo etapa tres de cuatro.","La Estancia",2425217.49,"1","NA"
"188","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2022","Construcción de sistema de alcantarillado sanitario de la localidad de Xothí Chilcuautla etapa dos de cinco.","El Xothí",4408041.38,"1","848"
"178","Chilcuautla","13019","Chilcuautla","Vialidades Urbanas","2023","Construcción de pavimentación asfáltica de varias calles de la cabecera municipal municipio de Chilcuautla","Chilcuautla",3946275.51,"1","1262"
"181","Chilcuautla","13019","Chilcuautla","Espacios Públicos","2023","Construcción de puente peatonal para comunicar a las comunidades de La Estancia y El Bethí en el municipio de Chilcuautla","El Bethí",2406894.92,"1","NA"
"195","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2022","Eficientización de la Energía para el Bombeo de Agua en Pozos de Uso Público Urbano a través de Sistemas Fotovoltaicos para el Sistema de Agua Potable en Santa Ana Batha municipio de Chilcuautla","Santa Ana Batha",9609244.75,"1","1862"
"196","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2023","Construcción de Pavimentación Asfáltica en Camino Rural a Buena Vista en la localidad de Santa Ana  Batha.","Santa Ana Batha",3499300,"1","279"
"193","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2024","Construcción de red de drenaje en la localidad de la Estancia etapa cuatro de cinco municipio de  Chilcuautla Hidalgo.","La Estancia",4647230.802,"1","1613"
"204","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción de sistema de alcantarillado sanitario de la localidad de Xothí Chilcuautla etapa tres de cinco.","Xothí",776750.64,"1","848"
"207","Chilcuautla","13019","Chilcuautla","Infraestructura Carretera","2023","Construcción de Pavimentación Asfáltica en Camino de acceso a Zacualoya.","Zacualoya",2299540,"1","NA"
"191","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción de Red de Drenaje en la Localidad de la Estancia Municipio de Chilcuautla de la Estancia Municipio de Chilcuautla Hidalgo Etapa de Dos de Cuatro","La Estancia",1263316.13,"1","1613"
"202","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2024","Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco municipio de Chilcuautla Hidalgo. (Terminación)","Tlacotlapilco",2392098.1528,"1","810"
"177","Chilcuautla","13019","Chilcuautla","Vialidades Urbanas","2023","Construcción de Pavimentación Asfáltica en la localidad de Benito Juárez municipio de Chilcuautla.","Benito Juárez (La Rinconada) (Colonia)",3385163.74,"1","513"
"200","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco municipio de Chilcuautla Hidalgo etapa dos de tres.","Tlacotlapilco",3009800.09,"1","810"
"206","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción de la planta de tratamiento de aguas residuales para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla","Zacualoya",3982346,"1","355"
"205","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2022","Construcción de la red de alcantarillado primera etapa para beneficiar a la localidad de Zacualoya en el municipio de Chilcuautla","Zacualoya",2282320,"1","355"
"190","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2023","Construcción de línea de conducción a tanque equipamiento y red eléctrica en Huitexcalco de Morelos","Huitexcalco",2909944.11,"1","1262"
"179","Chilcuautla","13019","Chilcuautla","Espacios Públicos","2024","Construcción del Corredor Artesanal en la localidad de Chilcuautla municipio de Chilcuautla","Chilcuautla",404823.2,"0.72629999999999995","1262"
"203","Chilcuautla","13019","Chilcuautla","Vialidades Urbanas","2024","Construcción de pavimentación asfáltica en Circuito Sur en la localidad de Xothí en el municipio de Chilcuautla.","Xothi",4116750.11,"1","848"
"201","Chilcuautla","13019","Chilcuautla","Infraestructura Hídrica","2022","Rehabilitación del sistema de agua potable de la localidad de Tlacotlapilco municipio de Chilcuautla Hidalgo etapa una de tres(obra emergente por daños ocasionados por inundación fluvial y lluvia severa).","Tlacotlapilco",2796106.22,"1","810"
